#     x (arcsec)      y (arcsec)              g1              g2               z
       -202.3952        235.6958         -0.0400          0.0322           5.921
        350.0541       -568.2539          0.3151         -0.2086           2.022
       -793.1906       -340.2760         -0.0703         -0.3256           1.993
        322.2387        384.2432          0.0067         -0.3785           1.465
       -513.8064        560.3254         -0.3061          0.1558           2.039
       -631.3675        359.9893          0.0495         -0.0636           5.812
       -278.4675       -477.8056         -0.1336         -0.2567           2.640
       -771.2918       -259.3272          0.2739          0.4635           4.372
        109.3910        215.1333          0.4626         -0.0702           3.225
         43.0802        427.5099          0.6717          0.1815           5.536
        509.2233       -781.2454         -0.2580         -0.2442           5.411
       -708.3305        811.0516         -0.3274          0.2455           1.147
       -684.1558        555.4337         -0.0805          0.3070           4.809
        720.5910        452.5964         -0.1397         -0.1518           3.285
         11.2623       -481.3772         -0.1416         -0.6585           5.778
        633.7494        291.0067          0.0744          0.2985           0.973
       -484.3271       -736.3686          0.8145          0.0029           1.629
        378.3932        471.7706          0.1798         -0.3783           3.436
        569.2555       -627.6565          0.1719          0.7140           4.155
        367.7642        615.1587          0.0932         -0.1784           4.552
       -513.5525        136.2972          0.0175          0.1097           1.715
        744.9693        -83.0613         -0.3008         -0.0853           2.479
       -758.9978         91.4651         -0.0542          0.3344           1.078
       -283.8487        703.0546          0.7086          0.1369           3.540
       -867.6544         14.2549         -0.3573          0.1640           3.731
       -730.4961        620.6361         -0.0950          0.0092           4.562
       -361.6741        136.6999          0.0592         -0.1624           0.878
       -262.4755       -469.8292          0.0571         -0.4611           1.147
         73.3513        844.6475         -0.1247         -0.1542           5.924
       -103.8674       -819.9915          0.2451          0.1039           5.244
       -121.5283        286.3238          0.0461          0.3073           1.016
        742.2853        128.4952         -0.4789         -0.0487           1.327
       -560.7050       -872.9286          0.1449         -0.4346           2.920
        720.7177        884.9345         -0.1045         -0.3418           3.964
       -409.2311       -710.4459          0.1101         -0.1585           1.599
        289.3911       -479.9406          0.0754          0.6918           0.469
        555.7793       -431.6900          0.3642          0.1577           2.207
        533.8230        344.9424         -0.2652         -0.0481           1.743
       -870.5133        587.4333          0.1552         -0.0321           0.788
       -733.4932        203.8225         -0.4184          0.2179           3.640
